name,min megahertz,max megahertz,min megabytes,max megabytes,min megatexels,max megatexels,VendorID,MinDeviceID,MaxDeviceID,Unsupported,Laptop,m_nDriverVersion_BuildHigh,m_nDriverVersion_BuildLow,m_nDriverVersion_Vista_BuildHigh,m_nDriverVersion_Vista_BuildLow,DefaultRes,MaxDxLevel,DxLevel,MakeMeLast,CentroidHack,NoUserClipPlanes,ConVar.mat_antialias,ConVar.r_fastzreject,ConVar.mat_reducefillrate,ConVar.mat_forceaniso,ConVar.mat_picmip,ConVar.mat_slopescaledepthbias_decal,ConVar.mat_slopescaledepthbias_normal,ConVar.mat_depthbias_decal,ConVar.mat_depthbias_normal,ConVar.mat_trilinear,ConVar.mat_forcehardwaresync,ConVar.mat_specular,ConVar.mat_parallaxmap,ConVar.r_shadowrendertotexture,ConVar.r_waterforceexpensive,ConVar.r_waterforcereflectentities,ConVar.r_rootlod,ConVar.mat_vsync,ConVar.mat_bumpmap,ConVar.r_screenfademinsize,ConVar.r_screenfademaxsize,ConVar.mat_softwarelighting,ConVar.dsp_off,ConVar.dsp_slow_cpu,ConVar.r_shadows,ConVar.r_drawdetailprops,ConVar.r_drawmodeldecals,ConVar.r_drawflecks,ConVar.props_break_max_pieces,ConVar.r_decal_cullsize,ConVar.sv_alternateticks,ConVar.r_dynamic,ConVar.cl_ejectbrass,ConVar.cl_detaildist,ConVar.cl_detailfade,ConVar.r_dopixelvisibility,ConVar.r_VehicleViewDampen,ConVar.mat_forcemanagedtextureintohardware,ConVar.mat_hdr_level,ConVar.r_overlayfademin,ConVar.r_overlayfademax,ConVar.mat_colorcorrection,ConVar.mat_disable_ps_patch,ConVar.mat_motion_blur_enabled,ConVar.r_flashlightdepthtexture,ConVar.mat_disablehwmorph,ConVar.r_portal_stencil_depth,ConVar.mat_tonemapping_occlusion_use_stencil,DisableShaderOptimizations
NVIDIA GeForce 7600,,,,,,,0x10de,0x0394,0x0394,,,11,6371,11,6369,1024,,,,1,,4,,,2,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,1,,
NVIDIA GeForce 7300,,,,,,,0x10de,0x0395,0x0395,,,11,6371,11,6369,1024,,,,1,,4,,,2,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,1,,
NVIDIA GeForce 8600,,,,,,,0x10de,0x0396,0x0396,,,11,6371,11,6369,1440,,,,1,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NVIDIA GeForce Go 7700,,,,,,,0x10de,0x0397,0x0397,,,11,6371,11,6369,1024,,,,1,,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,1,,
NVIDIA GeForce Go 7600,,,,,,,0x10de,0x0398,0x0399,,1,11,6371,11,6369,1024,,,,1,,2,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1600,400,,,0,2,,,,1,0,,,1,,
NVIDIA Quadro FX 3000,,,,,,,0x10de,0x039a,0x039a,,,11,6371,11,6369,1024,,,,1,,2,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NVIDIA GeForce 7300,,,,,,,0x10de,0x039b,0x039b,,,11,6371,11,6369,1024,,,,1,,2,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NVIDIA GeForce 9600,,,,,,,0x10de,0x039d,0x039d,,,11,6371,11,6369,1280,,,,1,,2,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NVIDIA Quadro FX 560,,,,,,,0x10de,0x039e,0x039e,,,11,6371,11,6369,1024,,,,1,,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
NVIDIA GeForce 9600,,,,,,,0x10de,0x039f,0x039f,,,11,6371,11,6369,1024,,,,1,,2,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NVIDIA GeForce 6100,,,,,,,0x10de,0x03d0,0x03d2,,,11,6371,11,6369,640,,,,1,,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,,,1,,
NVIDIA GeForce 6100,,,,,,,0x10de,0x03d5,0x03d5,,,11,6371,11,6369,1280,,,,1,,2,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
NVIDIA GeForce 6100 nForce 420,,,,,,,0x10de,0x03d5,0x03d5,,,11,6371,11,6369,1024,,,,1,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,,,1,,
NVIDIA GeForce 7025,,,,,,,0x10de,0x03d6,0x03d6,,,11,6371,11,6369,640,,,,1,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NVIDIA GeForce 8600,,,,,,,0x10de,0x0400,0x0403,,,11,6371,11,6369,1280,,,,1,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NVIDIA GeForce 8600 GT,,,,,,,0x10de,0x0402,0x0402,,,11,6371,11,6369,1280,,,,1,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
NVIDIA GeForce 8600,,,,,,,0x10de,0x0403,0x0403,,,11,6371,11,6369,1280,,,,1,,,,,2,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
NVIDIA GeForce 8400,,,,,,,0x10de,0x0404,0x0404,,,11,6371,11,6369,1024,,,,1,,,,,2,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
NVIDIA GeForce 9500M,,,,,,,0x10de,0x0405,0x0405,,,11,6371,11,6369,1280,,,,1,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NVIDIA GeForce 8600M,,,,,,,0x10de,0x0407,0x0407,,,11,6371,11,6369,1280,,,,1,,2,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NVIDIA GeForce 8600,,,,,,,0x10de,0x0408,0x0408,,,11,6371,11,6369,1280,,,,1,,2,,,2,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
NVIDIA GeForce 8700M,,,,,,,0x10de,0x0409,0x0409,,,11,6371,11,6369,1280,,,,1,,2,,,2,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
NVIDIA Quadro FX 370,,,,,,,0x10de,0x040a,0x040a,,,11,6371,11,6369,1280,,,,1,,2,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NVIDIA Quadro NVS 320M,,,,,,,0x10de,0x040b,0x040b,,,11,6371,11,6369,1280,,,,1,,2,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NVIDIA Quadro FX 570M,,,,,,,0x10de,0x040c,0x040c,,,11,6371,11,6369,1280,,,,1,,2,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NVIDIA Quadro FX 1600M,,,,,,,0x10de,0x040d,0x040d,,,11,6371,11,6369,1280,90,80,,1,1,2,1,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
NVIDIA Quadro FX 570,,,,,,,0x10de,0x040e,0x040e,,,11,6371,11,6369,1280,,,,1,,2,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NVIDIA Quadro FX 1700,,,,,,,0x10de,0x040f,0x040f,,,11,6371,11,6369,1280,,,,1,,2,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NVIDIA GeForce GT 330,,,,,,,0x10de,0x0410,0x0410,,,11,6371,11,6369,1280,,,,1,,2,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NVIDIA GeForce 8400,,,,,,,0x10de,0x0420,0x0420,,,11,6371,11,6369,1024,,,,1,,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NVIDIA GeForce 8500,,,,,,,0x10de,0x0421,0x0421,,,11,6371,11,6369,1024,,,,1,,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NVIDIA GeForce 8400,,,,,,,0x10de,0x0422,0x0422,,,11,6371,11,6369,1024,,,,1,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
NVIDIA GeForce 8300,,,,,,,0x10de,0x0423,0x0423,,,11,6371,11,6369,1024,,,,1,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
NVIDIA GeForce 8400,,,,,,,0x10de,0x0424,0x0424,,,11,6371,11,6369,1024,,,,1,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NVIDIA GeForce 8600M,,,,,,,0x10de,0x0425,0x0425,,,11,6371,11,6369,1024,,,,1,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NVIDIA GeForce 8400M,,,,,,,0x10de,0x0426,0x0428,,,11,6371,11,6369,1024,,,,1,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NVIDIA Quadro NVS 140M,,,,,,,0x10de,0x0429,0x0429,,,11,6371,11,6369,1024,,,,1,,2,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
NVIDIA Quadro NVS 130M,,,,,,,0x10de,0x042a,0x042a,,,11,6371,11,6369,1024,,,,1,,2,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NVIDIA Quadro NVS 135M,,,,,,,0x10de,0x042b,0x042b,,,11,6371,11,6369,1024,,,,1,,2,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NVIDIA GeForce 9400,,,,,,,0x10de,0x042c,0x042c,,,11,6371,11,6369,1024,,,,1,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NVIDIA Quadro FX 360M,,,,,,,0x10de,0x042d,0x042d,,,11,6371,11,6369,1280,,,,1,,2,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NVIDIA GeForce 9300M,,,,,,,0x10de,0x042e,0x042e,,,11,6371,11,6369,1280,,,,1,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NVIDIA Quadro NVS 290,,,,,,,0x10de,0x042f,0x042f,,,11,6371,11,6369,1024,,,,1,,2,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NVIDIA GeForce Go 7150M,,,,,,,0x10de,0x0531,0x0531,,,11,6371,11,6369,1024,,,,1,,2,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NVIDIA GeForce 7000M,,,,,,,0x10de,0x0533,0x0533,,,11,6371,11,6369,1024,,,,1,,2,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NVIDIA GeForce 7050,,,,,,,0x10de,0x053a,0x053b,,,11,6371,11,6369,1024,,,,1,,2,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NVIDIA GeForce 7025,,,,,,,0x10de,0x053e,0x053e,,,11,6371,11,6369,1024,,,,1,,2,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NVIDIA GeForce GTX 295,,,,,,,0x10de,0x05e0,0x05e0,,,11,6371,11,6369,1900,,,,1,,2,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NVIDIA GeForce GTX 280,,,,,,,0x10de,0x05e1,0x05e1,,,11,6371,11,6369,1900,,,,1,,2,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NVIDIA GeForce GTX 260,,,,,,,0x10de,0x05e2,0x05e2,,,11,6371,11,6369,1900,,,,1,,2,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NVIDIA GeForce GTX 285,,,,,,,0x10de,0x05e3,0x05e3,,,11,6371,11,6369,1900,,,,1,,2,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NVIDIA GeForce GTX 275,,,,,,,0x10de,0x05e6,0x05e6,,,11,6371,11,6369,1900,,,,1,,2,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NVIDIA GeForce GTX 260,,,,,,,0x10de,0x05ea,0x05ea,,,11,6371,11,6369,1900,,,,1,,2,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NVIDIA GeForce GTX 295,,,,,,,0x10de,0x05eb,0x05eb,,,11,6371,11,6369,1900,,,,1,,2,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NVIDIA GeForce GTX 280,,,,,,,0x10de,0x05f1,0x05f1,,,11,6371,11,6369,1900,,,,1,,2,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NVIDIA GeForce GTX 260,,,,,,,0x10de,0x05f2,0x05f2,,,11,6371,11,6369,1900,,,,1,,2,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NVIDIA Quadro CX,,,,,,,0x10de,0x05f9,0x05f9,,,11,6371,11,6369,1280,,,,1,,2,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NVIDIA Quadro FX 5800,,,,,,,0x10de,0x05fd,0x05fd,,,11,6371,11,6369,1280,,,,1,,2,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NVIDIA Quadro FX 4800,,,,,,,0x10de,0x05fe,0x05fe,,,11,6371,11,6369,1280,,,,1,,2,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NVIDIA Quadro FX 3800,,,,,,,0x10de,0x05ff,0x05ff,,,11,6371,11,6369,1280,,,,1,,2,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NVIDIA GeForce 8800,,,,,,,0x10de,0x0600,0x0600,,,11,6371,11,6369,1900,,,,1,,2,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NVIDIA GeForce 9800,,,,,,,0x10de,0x0601,0x0601,,,11,6371,11,6369,1900,,,,1,,2,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NVIDIA GeForce 8800,,,,,,,0x10de,0x0602,0x0602,,,11,6371,11,6369,1900,,,,1,,2,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NVIDIA GeForce GT 230,,,,,,,0x10de,0x0603,0x0603,,,11,6371,11,6369,1900,,,,1,,2,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NVIDIA GeForce 9800,,,,,,,0x10de,0x0604,0x0605,,,11,6371,11,6369,1900,,,,1,,2,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NVIDIA GeForce 8800,,,,,,,0x10de,0x0606,0x0606,,,11,6371,11,6369,1900,,,,1,,2,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NVIDIA GeForce GTS 240,,,,,,,0x10de,0x0607,0x0607,,,11,6371,11,6369,1900,,,,1,,2,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NVIDIA GeForce 9800M,,,,,,,0x10de,0x0608,0x0608,,,11,6371,11,6369,1900,,,,1,,2,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NVIDIA GeForce 8800M,,,,,,,0x10de,0x0609,0x0609,,,11,6371,11,6369,1900,,,,1,,2,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NVIDIA GeForce GTX 280M,,,,,,,0x10de,0x060a,0x060a,,,11,6371,11,6369,1900,,,,1,,2,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NVIDIA GeForce 9800M,,,,,,,0x10de,0x060b,0x060b,,,11,6371,11,6369,1900,,,,1,,2,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NVIDIA GeForce 8800M,,,,,,,0x10de,0x060c,0x060c,,,11,6371,11,6369,1900,,,,1,,2,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NVIDIA GeForce GTX 285M,,,,,,,0x10de,0x060f,0x060f,,,11,6371,11,6369,1900,,,,1,,2,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NVIDIA GeForce 9600,,,,,,,0x10de,0x0610,0x0610,,,11,6371,11,6369,1900,,,,1,,2,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NVIDIA GeForce 8800,,,,,,,0x10de,0x0611,0x0611,,,11,6371,11,6369,1900,,,,1,,2,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NVIDIA GeForce 9800,,,,,,,0x10de,0x0612,0x0614,,,11,6371,11,6369,1900,,,,1,,2,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NVIDIA GeForce GTS 150,,,,,,,0x10de,0x0615,0x0615,,,11,6371,11,6369,1900,,,,1,,2,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NVIDIA GeForce 8800,,,,,,,0x10de,0x0616,0x0616,,,11,6371,11,6369,1900,,,,1,,2,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NVIDIA GeForce 9800M,,,,,,,0x10de,0x0617,0x0617,,,11,6371,11,6369,1900,,,,1,,2,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NVIDIA GeForce GTX 260M,,,,,,,0x10de,0x0618,0x0618,,,11,6371,11,6369,1900,,,,1,,2,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NVIDIA Quadro FX 4700 X2,,,,,,,0x10de,0x0619,0x0619,,,11,6371,11,6369,1280,,,,1,,2,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NVIDIA Quadro FX 3700,,,,,,,0x10de,0x061a,0x061a,,,11,6371,11,6369,1280,,,,1,,2,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NVIDIA Quadro VX 200,,,,,,,0x10de,0x061b,0x061b,,,11,6371,11,6369,1280,,,,1,,2,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NVIDIA Quadro FX 3600M,,,,,,,0x10de,0x061c,0x061c,,,11,6371,11,6369,1280,,,,1,,2,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NVIDIA Quadro FX 2800M,,,,,,,0x10de,0x061d,0x061d,,,11,6371,11,6369,1280,,,,1,,2,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NVIDIA Quadro FX 3700M,,,,,,,0x10de,0x061e,0x061e,,,11,6371,11,6369,1280,,,,1,,2,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NVIDIA Quadro FX 3800M,,,,,,,0x10de,0x061f,0x061f,,,11,6371,11,6369,1280,,,,1,,2,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NVIDIA GeForce GT 230,,,,,,,0x10de,0x0621,0x0621,,,11,6371,11,6369,1440,,,,1,,2,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NVIDIA GeForce 9600,,,,,,,0x10de,0x0622,0x0623,,,11,6371,11,6369,1440,,,,1,,2,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NVIDIA GeForce 9800,,,,,,,0x10de,0x0624,0x0624,,,11,6371,11,6369,1440,,,,1,,2,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NVIDIA GeForce 9600,,,,,,,0x10de,0x0625,0x0625,,,11,6371,11,6369,1440,,,,1,,2,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NVIDIA GeForce GT 130,,,,,,,0x10de,0x0626,0x0626,,,11,6371,11,6369,1440,,,,1,,2,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NVIDIA GeForce GT 140,,,,,,,0x10de,0x0627,0x0627,,,11,6371,11,6369,1440,,,,1,,2,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NVIDIA GeForce 9800M,,,,,,,0x10de,0x0628,0x0628,,,11,6371,11,6369,1440,,,,1,,2,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NVIDIA GeForce 9700M,,,,,,,0x10de,0x062a,0x062a,,,11,6371,11,6369,1440,,,,1,,2,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NVIDIA GeForce 9800M,,,,,,,0x10de,0x062b,0x062c,,,11,6371,11,6369,1440,,,,1,,2,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NVIDIA GeForce GT 130,,,,,,,0x10de,0x062e,0x062e,,,11,6371,11,6369,1440,,,,1,,2,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NVIDIA GeForce 9800,,,,,,,0x10de,0x062f,0x062f,,,11,6371,11,6369,1440,,,,1,,2,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NVIDIA GeForce GTS 160M,,,,,,,0x10de,0x0631,0x0631,,,11,6371,11,6369,1440,,,,1,,2,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NVIDIA GeForce GT 220,,,,,,,0x10de,0x0633,0x0633,,,11,6371,11,6369,1440,,,,1,,2,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NVIDIA GeForce 9600,,,,,,,0x10de,0x0635,0x0635,,,11,6371,11,6369,1440,,,,1,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NVIDIA GeForce 9600,,,,,,,0x10de,0x0637,0x0637,,,11,6371,11,6369,1440,,,,1,,2,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NVIDIA Quadro FX 1800,,,,,,,0x10de,0x0638,0x0638,,,11,6371,11,6369,1440,,,,1,,2,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NVIDIA Quadro FX 2700M,,,,,,,0x10de,0x063a,0x063a,,,11,6371,11,6369,1440,,,,1,,2,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NVIDIA G94,,,,,,,0x10de,0x063f,0x063f,,,11,6371,11,6369,1440,,,,1,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NVIDIA GeForce 9500,,,,,,,0x10de,0x0640,0x0640,,,11,6371,11,6369,1440,,,,1,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NVIDIA GeForce 9400,,,,,,,0x10de,0x0641,0x0641,,,11,6371,11,6369,1440,,,,1,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NVIDIA GeForce 9500,,,,,,,0x10de,0x0643,0x0645,,,11,6371,11,6369,1440,,,,1,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NVIDIA GeForce GT 120,,,,,,,0x10de,0x0646,0x0646,,,11,6371,11,6369,1440,,,,1,,2,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NVIDIA GeForce 9600M,,,,,,,0x10de,0x0647,0x0649,,,11,6371,11,6369,1440,,,,1,,2,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NVIDIA GeForce 9700M,,,,,,,0x10de,0x064a,0x064a,,,11,6371,11,6369,1440,,,,1,,2,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NVIDIA GeForce 9500M,,,,,,,0x10de,0x064b,0x064b,,,11,6371,11,6369,1440,,,,1,,2,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NVIDIA GeForce 9650M,,,,,,,0x10de,0x064c,0x064c,,,11,6371,11,6369,1440,,,,1,,2,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NVIDIA GeForce 9800,,,,,,,0x10de,0x064e,0x064e,,,11,6371,11,6369,1440,,,,1,,2,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NVIDIA GeForce G 110M,,,,,,,0x10de,0x0651,0x0651,,,11,6371,11,6369,1600,,,,1,,2,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NVIDIA GeForce GT 130M,,,,,,,0x10de,0x0652,0x0652,,,11,6371,11,6369,1600,,,,1,,2,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NVIDIA GeForce GT 120M,,,,,,,0x10de,0x0653,0x0653,,,11,6371,11,6369,1600,,,,1,,2,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NVIDIA GeForce GT 220M,,,,,,,0x10de,0x0654,0x0654,,,11,6371,11,6369,1600,,,,1,,2,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NVIDIA GeForce GT 120,,,,,,,0x10de,0x0655,0x0655,,,11,6371,11,6369,1600,,,,1,,2,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NVIDIA Quadro FX 380,,,,,,,0x10de,0x0658,0x0658,,,11,6371,11,6369,800,,,,1,,2,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
